,attack_cat
17748,None
17749,None
17750,None
17751,None
17752,None
17753,None
17754,None
17755,None
17756,None
17757,None
17758,None
17759,None
17760,None
17761,None
17762,None
17763,None
17764,None
17765,None
17766,None
17767,None
17768,None
17769,None
17770,None
17771,None
17772,None
17773,None
17774,None
17775,None
17776,None
17777,None
17778,None
17779,None
17780,None
17781,None
17782,None
17783,None
17784,None
17785,None
17786,None
17787,None
17788,None
17789,None
17790,None
17791,None
17792,None
17793,None
17794,None
17795,None
17796,None
17797,None
17798,None
17799,None
17800,None
17801,None
17802,None
17803,None
17804,None
17805,None
17806,None
17807,None
17808,None
17809,None
17810,None
17811,None
17812,None
17813,None
17814,None
17815,None
17816,None
17817,None
17818,None
17819,None
17820,None
17821,None
17822,None
17823,None
17824,None
17825,None
17826,None
17827,None
17828,None
17829,None
17830,None
17831,None
17832,None
17833,None
17834,None
17835,None
17836,None
17837,None
17838,None
17839,None
17840,None
17841,None
17842,None
17843,None
17844,None
17845,None
17846,None
17847,None
17848,None
17849,None
17850,None
17851,None
17852,None
17853,None
17854,None
17855,None
17856,None
17857,None
17858,None
17859,None
17860,None
17861,None
17862,None
17863,None
17864,None
17865,None
17866,None
17867,None
17868,None
17869,None
17870,None
17871,None
17872,None
17873,None
17874,None
17875,None
17876,None
17877,None
17878,None
17879,None
17880,None
17881,None
17882,None
17883,None
17884,None
17885,None
17886,None
17887,None
17888,None
17889,None
17890,None
17891,None
17892,None
17893,None
17894,None
17895,None
17896,None
17897,None
17898,None
17899,None
17900,None
17901,None
17902,None
17903,None
17904,None
17905,None
17906,None
17907,None
17908,None
17909,None
17910,None
17911,None
17912,None
17913,None
17914,None
17915,None
17916,None
17917,None
17918,None
17919,None
17920,None
17921,None
17922,None
17923,None
17924,None
17925,None
17926,None
17927,None
17928,None
17929,None
17930,None
17931,None
17932,None
17933,None
17934,None
17935,None
17936,None
17937,None
17938,None
17939,None
17940,None
17941,None
17942,None
17943,None
17944,None
17945,None
17946,None
17947,None
17948,None
17949,None
17950,None
17951,None
17952,None
17953,None
17954,None
17955,None
17956,None
17957,None
17958,None
17959,None
17960,None
17961,None
17962,None
17963,None
17964,None
17965,None
17966,None
17967,None
17968,None
17969,None
17970,None
17971,None
17972,None
17973,None
17974,None
17975,None
17976,None
17977,None
17978,None
17979,None
17980,None
17981,None
17982,None
17983,None
17984,None
17985,None
17986,None
17987,None
17988,None
17989,None
17990,None
17991,None
17992,None
17993,None
17994,None
17995,None
17996,None
17997,None
17998,None
17999,None
18000,None
18001,None
18002,None
18003,None
18004,None
18005,None
18006,None
18007,None
18008,None
18009,None
18010,None
18011,None
18012,None
18013,None
18014,None
18015,None
18016,None
18017,None
18018,None
18019,None
18020,None
18021,None
18022,None
18023,None
18024,None
18025,None
18026,None
18027,None
18028,None
18029,None
18030,None
18031,None
18032,None
18033,None
18034,None
18035,None
18036,None
18037,None
18038,None
18039,None
18040,None
18041,None
18042,None
18043,None
18044,None
18045,None
18046,None
18047,None
18048,None
18049,None
18050,None
18051,None
18052,None
18053,None
18054,None
18055,None
18056,None
18057,None
18058,None
18059,None
18060,None
18061,None
18062,None
18063,None
18064,None
18065,None
18066,None
18067,None
18068,None
18069,None
18070,None
18071,None
18072,None
18073,None
18074,None
18075,None
18076,None
18077,None
18078,None
18079,None
18080,None
18081,None
18082,None
18083,None
18084,None
18085,None
18086,None
18087,None
18088,None
18089,None
18090,None
18091,None
18092,None
18093,None
18094,None
18095,None
18096,None
18097,None
18098,None
18099,None
18100,None
18101,None
18102,None
18103,None
18104,None
18105,None
18106,None
18107,None
18108,None
18109,None
18110,None
18111,None
18112,None
18113,None
18114,None
18115,None
18116,None
18117,None
18118,None
18119,None
18120,None
18121,None
18122,None
18123,None
18124,None
18125,None
18126,None
18127,None
18128,None
18129,None
18130,None
18131,None
18132,None
18133,None
18134,None
18135,None
18136,None
18137,None
18138,None
18139,None
18140,None
18141,None
18142,None
18143,None
18144,None
18145,None
18146,None
18147,None
18148,None
18149,None
18150,None
18151,None
18152,None
18153,None
18154,None
18155,None
18156,None
18157,None
18158,None
18159,None
18160,None
18161,None
18162,None
18163,None
18164,None
18165,None
18166,None
18167,None
18168,None
18169,None
18170,None
18171,None
18172,None
18173,None
18174,None
18175,None
18176,None
18177,None
18178,None
18179,None
18180,None
18181,None
18182,None
18183,None
18184,None
18185,None
18186,None
18187,None
18188,None
18189,None
18190,None
18191,None
18192,None
18193,None
18194,None
18195,None
18196,None
18197,None
18198,None
18199,None
18200,None
18201,None
18202,None
18203,None
18204,None
18205,None
18206,None
18207,None
18208,None
18209,None
18210,None
18211,None
18212,None
18213,None
18214,None
18215,None
18216,None
18217,None
18218,None
18219,None
18220,None
18221,None
18222,None
18223,None
18224,None
18225,None
18226,None
18227,None
18228,None
18229,None
18230,None
18231,None
18232,None
18233,None
18234,None
18235,None
18236,None
18237,None
18238,None
18239,None
18240,None
18241,None
18242,None
18243,None
18244,None
18245,None
18246,None
18247,None
18248,None
18249,None
18250,None
18251,None
18252,None
18253,None
18254,None
18255,None
18256,None
18257,None
18258,None
18259,None
18260,None
18261,None
18262,None
18263,None
18264,None
18265,None
18266,None
18267,None
18268,None
18269,None
18270,None
18271,None
18272,None
18273,None
18274,None
18275,None
18276,None
18277,None
18278,None
18279,None
18280,None
18281,None
18282,None
18283,None
18284,None
18285,None
18286,None
18287,None
18288,None
18289,None
18290,None
18291,None
18292,None
18293,None
18294,None
18295,None
18296,None
18297,None
18298,None
18299,None
18300,None
18301,None
18302,None
18303,None
18304,None
18305,None
18306,None
18307,None
18308,None
18309,None
18310,None
18311,None
18312,None
18313,None
18314,None
18315,None
18316,None
18317,None
18318,None
18319,None
18320,None
18321,None
18322,None
18323,None
18324,None
18325,None
18326,None
18327,None
18328,None
18329,None
18330,None
18331,None
18332,None
18333,None
18334,None
18335,None
18336,None
18337,None
18338,None
18339,None
18340,None
18341,None
18342,None
18343,None
18344,None
18345,None
18346,None
18347,None
18348,None
18349,None
18350,None
18351,None
18352,None
18353,None
18354,None
18355,None
18356,None
18357,None
18358,None
18359,None
18360,None
18361,None
18362,None
18363,None
18364,None
18365,None
18366,None
18367,None
18368,None
18369,None
18370,None
18371,None
18372,None
18373,None
18374,None
18375,None
18376,None
18377,None
18378,None
18379,None
18380,None
18381,None
18382,None
18383,None
18384,None
18385,None
18386,None
18387,None
18388,None
18389,None
18390,None
18391,None
18392,None
18393,None
18394,None
18395,None
18396,None
18397,None
18398,None
18399,None
18400,None
18401,None
18402,None
18403,None
18404,None
18405,None
18406,None
18407,None
18408,None
18409,None
18410,None
18411,None
18412,None
18413,None
18414,None
18415,None
18416,None
18417,None
18418,None
18419,None
18420,None
18421,None
18422,None
18423,None
18424,None
18425,None
18426,None
18427,None
18428,None
18429,None
18430,None
18431,None
18432,None
18433,None
18434,None
18435,None
18436,None
18437,None
18438,None
18439,None
18440,None
18441,None
18442,None
18443,None
18444,None
18445,None
18446,None
18447,None
18448,None
18449,None
18450,None
18451,None
18452,None
18453,None
18454,None
18455,None
18456,None
18457,None
18458,None
18459,None
18460,None
18461,None
18462,None
18463,None
18464,None
18465,None
18466,None
18467,None
18468,None
18469,None
18470,None
18471,None
18472,None
18473,None
18474,None
18475,None
18476,None
18477,None
18478,None
18479,None
18480,None
18481,None
18482,None
18483,None
18484,None
18485,None
18486,None
18487,None
18488,None
18489,None
18490,None
18491,None
18492,None
18493,None
18494,None
18495,None
18496,None
18497,None
18498,None
18499,None
18500,None
18501,None
18502,None
18503,None
18504,None
18505,None
18506,None
18507,None
18508,None
18509,None
18510,None
18511,None
18512,None
18513,None
18514,None
18515,None
18516,None
18517,None
18518,None
18519,None
18520,None
18521,None
18522,None
18523,None
18524,None
18525,None
18526,None
18527,None
18528,None
18529,None
18530,None
18531,None
18532,None
18533,None
18534,None
18535,None
18536,None
18537,None
18538,None
18539,None
18540,None
18541,None
18542,None
18543,None
18544,None
18545,None
18546,None
18547,None
18548,None
18549,None
18550,None
18551,None
18552,None
18553,None
18554,None
18555,None
18556,None
18557,None
18558,None
18559,None
18560,None
18561,None
18562,None
18563,None
18564,None
18565,None
18566,None
18567,None
18568,None
18569,None
18570,None
18571,None
18572,None
18573,None
18574,None
18575,None
18576,None
18577,None
18578,None
18579,None
18580,None
18581,None
18582,None
18583,None
18584,None
18585,None
18586,None
18587,None
18588,None
18589,None
18590,None
18591,None
18592,None
18593,None
18594,None
18595,None
18596,None
18597,None
18598,None
18599,None
18600,None
18601,None
18602,None
18603,None
18604,None
18605,None
18606,None
18607,None
18608,None
18609,None
18610,None
18611,None
18612,None
18613,None
18614,None
18615,None
18616,None
18617,None
18618,None
18619,None
18620,None
18621,None
18622,None
18623,None
18624,None
18625,None
18626,None
18627,None
18628,None
18629,None
18630,None
18631,None
18632,None
18633,None
18634,None
18635,None
18636,None
18637,None
18638,None
18639,None
18640,None
18641,None
18642,None
18643,None
18644,None
18645,None
18646,None
18647,None
18648,None
18649,None
18650,None
18651,None
18652,None
18653,None
18654,None
18655,None
18656,None
18657,None
18658,None
18659,None
18660,None
18661,None
18662,None
18663,None
18664,None
18665,None
18666,None
18667,None
18668,None
18669,None
18670,None
18671,None
18672,None
18673,None
18674,None
18675,None
18676,None
18677,None
18678,None
18679,None
18680,None
18681,None
18682,None
18683,None
18684,None
18685,None
18686,None
18687,None
18688,None
18689,None
18690,None
18691,None
18692,None
18693,None
18694,None
18695,None
18696,None
18697,None
18698,None
18699,None
18700,None
18701,None
18702,None
18703,None
18704,None
18705,None
18706,None
18707,None
18708,None
18709,None
18710,None
18711,None
18712,None
18713,None
18714,None
18715,None
18716,None
18717,None
18718,None
18719,None
18720,None
18721,None
18722,None
18723,None
18724,None
18725,None
18726,None
18727,None
18728,None
18729,None
18730,None
18731,None
18732,None
18733,None
18734,None
18735,None
18736,None
18737,None
18738,None
18739,None
18740,None
18741,None
18742,None
18743,None
18744,None
18745,None
18746,None
18747,None
18748,None
18749,None
18750,None
18751,None
18752,None
18753,None
18754,None
18755,None
18756,None
18757,None
18758,None
18759,None
18760,None
18761,None
18762,None
18763,None
18764,None
18765,None
18766,None
18767,None
18768,None
18769,None
18770,None
18771,None
18772,None
18773,None
18774,None
18775,None
18776,None
18777,None
18778,None
18779,None
18780,None
18781,None
18782,None
18783,None
18784,None
18785,None
18786,None
18787,None
18788,None
18789,None
18790,None
18791,None
18792,None
18793,None
18794,None
18795,None
18796,None
18797,None
18798,None
18799,None
18800,None
18801,None
18802,None
18803,None
18804,None
18805,None
18806,None
18807,None
18808,None
18809,None
18810,None
18811,None
18812,None
18813,None
18814,None
18815,None
18816,None
18817,None
18818,None
18819,None
18820,None
18821,None
18822,None
18823,None
18824,None
18825,None
18826,None
18827,None
18828,None
18829,None
18830,None
18831,None
18832,None
18833,None
18834,None
18835,None
18836,None
18837,None
18838,None
18839,None
18840,None
18841,None
18842,None
18843,None
18844,None
18845,None
18846,None
18847,None
18848,None
18849,None
18850,None
18851,None
18852,None
18853,None
18854,None
18855,None
18856,None
18857,None
18858,None
18859,None
18860,None
18861,None
18862,None
18863,None
18864,None
18865,None
18866,None
18867,None
18868,None
18869,None
18870,None
18871,None
18872,None
18873,None
18874,None
18875,None
18876,None
18877,None
18878,None
18879,None
18880,None
18881,None
18882,None
18883,None
18884,None
18885,None
18886,None
18887,None
18888,None
18889,None
18890,None
18891,None
18892,None
18893,None
18894,None
18895,None
18896,None
18897,None
18898,None
18899,None
18900,None
18901,None
18902,None
18903,None
18904,None
18905,None
18906,None
18907,None
18908,None
18909,None
18910,None
18911,None
18912,None
18913,None
18914,None
18915,None
18916,None
18917,None
18918,None
18919,None
18920,None
18921,None
18922,None
18923,None
18924,None
18925,None
18926,None
18927,None
18928,None
18929,None
18930,None
18931,None
18932,None
18933,None
18934,None
18935,None
18936,None
18937,None
18938,None
18939,None
18940,None
18941,None
18942,None
18943,None
18944,None
18945,None
18946,None
18947,None
18948,None
18949,None
18950,None
18951,None
18952,None
18953,None
18954,None
18955,None
18956,None
18957,None
18958,None
18959,None
18960,None
18961,None
18962,None
18963,None
18964,None
18965,None
18966,None
18967,None
18968,None
18969,None
18970,None
18971,None
18972,None
18973,None
18974,None
18975,None
18976,None
18977,None
18978,None
18979,None
18980,None
18981,None
18982,None
18983,None
18984,None
18985,None
18986,None
18987,None
18988,None
18989,None
18990,None
18991,None
18992,None
18993,None
18994,None
18995,None
18996,None
18997,None
18998,None
18999,None
19000,None
19001,None
19002,None
19003,None
19004,None
19005,None
19006,None
19007,None
19008,None
19009,None
19010,None
19011,None
19012,None
19013,None
19014,None
19015,None
19016,None
19017,None
19018,None
19019,None
19020,None
19021,None
19022,None
19023,None
19024,None
19025,None
19026,None
19027,None
19028,None
19029,None
19030,None
19031,None
19032,None
19033,None
19034,None
19035,None
19036,None
19037,None
19038,None
19039,None
19040,None
19041,None
19042,None
19043,None
19044,None
19045,None
19046,None
19047,None
19048,None
19049,None
19050,None
19051,None
19052,None
19053,None
19054,None
19055,None
19056,None
19057,None
19058,None
19059,None
19060,None
19061,None
19062,None
19063,None
19064,None
19065,None
19066,None
19067,None
19068,None
19069,None
19070,None
19071,None
19072,None
19073,None
19074,None
19075,None
19076,None
19077,None
19078,None
19079,None
19080,None
19081,None
19082,None
19083,None
19084,None
19085,None
19086,None
19087,None
19088,None
19089,None
19090,None
19091,None
19092,None
19093,None
19094,None
19095,None
19096,None
19097,None
19098,None
19099,None
19100,None
19101,None
19102,None
19103,None
19104,None
19105,None
19106,None
19107,None
19108,None
19109,None
19110,None
19111,None
19112,None
19113,None
19114,None
19115,None
19116,None
19117,None
19118,None
19119,None
19120,None
19121,None
19122,None
19123,None
19124,None
19125,None
19126,None
19127,None
19128,None
19129,None
19130,None
19131,None
19132,None
19133,None
19134,None
19135,None
19136,None
19137,None
19138,None
19139,None
19140,None
19141,None
19142,None
19143,None
19144,None
19145,None
19146,None
19147,None
19148,None
19149,None
19150,None
19151,None
19152,None
19153,None
19154,None
19155,None
19156,None
19157,None
19158,None
19159,None
19160,None
19161,None
19162,None
19163,None
19164,None
19165,None
19166,None
19167,None
19168,None
19169,None
19170,None
19171,None
19172,None
19173,None
19174,None
19175,None
19176,None
19177,None
19178,None
19179,None
19180,None
19181,None
19182,None
19183,None
19184,None
19185,None
19186,None
19187,None
19188,None
19189,None
19190,None
19191,None
19192,None
19193,None
19194,None
19195,None
19196,None
19197,None
19198,None
19199,None
19200,None
19201,None
19202,None
19203,None
19204,None
19205,None
19206,None
19207,None
19208,None
19209,None
19210,None
19211,None
19212,None
19213,None
19214,None
19215,None
19216,None
19217,None
19218,None
19219,None
19220,None
19221,None
19222,None
19223,None
19224,None
19225,None
19226,None
19227,None
19228,None
19229,None
19230,None
19231,None
19232,None
19233,None
19234,None
19235,None
19236,None
19237,None
19238,None
19239,None
19240,None
19241,None
19242,None
19243,None
19244,None
19245,None
19246,None
19247,None
19248,None
19249,None
19250,None
19251,None
19252,None
19253,None
19254,None
19255,None
19256,None
19257,None
19258,None
19259,None
19260,None
19261,None
19262,None
19263,None
19264,None
19265,None
19266,None
19267,None
19268,None
19269,None
19270,None
19271,None
19272,None
19273,None
19274,None
19275,None
19276,None
19277,None
19278,None
19279,None
19280,None
19281,None
19282,None
19283,None
19284,None
19285,None
19286,None
19287,None
19288,None
19289,None
19290,None
19291,None
19292,None
19293,None
19294,None
19295,None
19296,None
19297,None
19298,None
19299,None
19300,None
19301,None
19302,None
19303,None
19304,None
19305,None
19306,None
19307,None
19308,None
19309,None
19310,None
19311,None
19312,None
19313,None
19314,None
19315,None
19316,None
19317,None
19318,None
19319,None
19320,None
19321,None
19322,None
19323,None
19324,None
19325,None
19326,None
19327,None
19328,None
19329,None
19330,None
19331,None
19332,None
19333,None
19334,None
19335,None
19336,None
19337,None
19338,None
19339,None
19340,None
19341,None
19342,None
19343,None
19344,None
19345,None
19346,None
19347,None
19348,None
19349,None
19350,None
19351,None
19352,None
19353,None
19354,None
19355,None
19356,None
19357,None
19358,None
19359,None
19360,None
19361,None
19362,None
19363,None
19364,None
19365,None
19366,None
19367,None
19368,None
19369,None
19370,None
19371,None
19372,None
19373,None
19374,None
19375,None
19376,None
19377,None
19378,None
19379,None
19380,None
19381,None
19382,None
19383,None
19384,None
19385,None
19386,None
19387,None
19388,None
19389,None
19390,None
19391,None
19392,None
19393,None
19394,None
19395,None
19396,None
19397,None
19398,None
19399,None
19400,None
19401,None
19402,None
19403,None
19404,None
19405,None
19406,None
19407,None
19408,None
19409,None
19410,None
19411,None
19412,None
19413,None
19414,None
19415,None
19416,None
19417,None
19418,None
19419,None
19420,None
19421,None
19422,None
19423,None
19424,None
19425,None
19426,None
19427,None
19428,None
19429,None
19430,None
19431,None
19432,None
19433,None
19434,None
19435,None
19436,None
19437,None
19438,None
19439,None
19440,None
19441,None
19442,None
19443,None
19444,None
19445,None
19446,None
19447,None
19448,None
19449,None
19450,None
19451,None
19452,None
19453,None
19454,None
19455,None
19456,None
19457,None
19458,None
19459,None
19460,None
19461,None
19462,None
19463,None
19464,None
19465,None
19466,None
19467,None
19468,None
19469,None
19470,None
19471,None
19472,None
19473,None
19474,None
19475,None
19476,None
19477,None
19478,None
19479,None
19480,None
19481,None
19482,None
19483,None
19484,None
19485,None
19486,None
19487,None
19488,None
19489,None
19490,None
19491,None
19492,None
19493,None
19494,None
19495,None
19496,None
19497,None
19498,None
19499,None
19500,None
19501,None
19502,None
19503,None
19504,None
19505,None
19506,None
19507,None
19508,None
19509,None
19510,None
19511,None
19512,None
19513,None
19514,None
19515,None
19516,None
19517,None
19518,None
19519,None
19520,None
19521,None
19522,None
19523,None
19524,None
19525,None
19526,None
19527,None
19528,None
19529,None
19530,None
19531,None
19532,None
19533,None
19534,None
19535,None
19536,None
19537,None
19538,None
19539,None
19540,None
19541,None
19542,None
19543,None
19544,None
19545,None
19546,None
19547,None
19548,None
19549,None
19550,None
19551,None
19552,None
19553,None
19554,None
19555,None
19556,None
19557,None
19558,None
19559,None
19560,None
19561,None
19562,None
19563,None
19564,None
19565,None
19566,None
19567,None
19568,None
19569,None
19570,None
19571,None
19572,None
19573,None
19574,None
19575,None
19576,None
19577,None
19578,None
19579,None
19580,None
19581,None
19582,None
19583,None
19584,None
19585,None
19586,None
19587,None
19588,None
19589,None
19590,None
19591,None
19592,None
19593,None
19594,None
19595,None
19596,None
19597,None
19598,None
19599,None
19600,None
19601,None
19602,None
19603,None
19604,None
19605,None
19606,None
19607,None
19608,None
19609,None
19610,None
19611,None
19612,None
19613,None
19614,None
19615,None
19616,None
19617,None
19618,None
19619,None
19620,None
19621,None
19622,None
19623,None
19624,None
19625,None
19626,None
19627,None
19628,None
19629,None
19630,None
19631,None
19632,None
19633,None
19634,None
19635,None
19636,None
19637,None
19638,None
19639,None
19640,None
19641,None
19642,None
19643,None
19644,None
19645,None
19646,None
19647,None
19648,None
19649,None
19650,None
19651,None
19652,None
19653,None
19654,None
19655,None
19656,None
19657,None
19658,None
19659,None
19660,None
19661,None
19662,None
19663,None
19664,None
19665,None
19666,None
19667,None
19668,None
19669,None
19670,None
19671,None
19672,None
19673,None
19674,None
19675,None
19676,None
19677,None
19678,None
19679,None
19680,None
19681,None
19682,None
19683,None
19684,None
19685,None
19686,None
19687,None
19688,None
19689,None
19690,None
19691,None
19692,None
19693,None
19694,None
19695,None
19696,None
19697,None
19698,None
19699,None
19700,None
19701,None
19702,None
19703,None
19704,None
19705,None
19706,None
19707,None
19708,None
19709,None
19710,None
19711,None
19712,None
19713,None
19714,None
19715,None
19716,None
19717,None
19718,None
19719,None
19720,None
19721,None
19722,None
19723,None
19724,None
19725,None
19726,None
19727,None
19728,None
19729,None
19730,None
19731,None
19732,None
19733,None
19734,None
19735,None
19736,None
19737,None
19738,None
19739,None
19740,None
19741,None
19742,None
19743,None
19744,None
19745,None
19746,None
19747,None
19748,None
19749,None
19750,None
19751,None
19752,None
19753,None
19754,None
19755,None
19756,None
19757,None
19758,None
19759,None
19760,None
19761,None
19762,None
19763,None
19764,None
19765,None
19766,None
19767,None
19768,None
19769,None
19770,None
19771,None
19772,None
19773,None
19774,None
19775,None
19776,None
19777,None
19778,None
19779,None
19780,None
19781,None
19782,None
19783,None
19784,None
19785,None
19786,None
19787,None
19788,None
19789,None
19790,None
19791,None
19792,None
19793,None
19794,None
19795,None
19796,None
19797,None
19798,None
19799,None
19800,None
19801,None
19802,None
19803,None
19804,None
19805,None
19806,None
19807,None
19808,None
19809,None
19810,None
19811,None
19812,None
19813,None
19814,None
19815,None
19816,None
19817,None
19818,None
19819,None
19820,None
19821,None
19822,None
19823,None
19824,None
19825,None
19826,None
19827,None
19828,None
19829,None
19830,None
19831,None
19832,None
19833,None
19834,None
19835,None
19836,None
19837,None
19838,None
19839,None
19840,None
19841,None
19842,None
19843,None
19844,None
19845,None
19846,None
19847,None
19848,None
19849,None
19850,None
19851,None
19852,None
19853,None
19854,None
19855,None
19856,None
19857,None
19858,None
19859,None
19860,None
19861,None
19862,None
19863,None
19864,None
19865,None
19866,None
19867,None
19868,None
19869,None
19870,None
19871,None
19872,None
19873,None
19874,None
19875,None
19876,None
19877,None
19878,None
19879,None
19880,None
19881,None
19882,None
19883,None
19884,None
19885,None
19886,None
19887,None
19888,None
19889,None
19890,None
19891,None
19892,None
19893,None
19894,None
19895,None
19896,None
19897,None
19898,None
19899,None
19900,None
19901,None
19902,None
19903,None
19904,None
19905,None
19906,None
19907,None
19908,None
19909,None
19910,None
19911,None
19912,None
19913,None
19914,None
19915,None
19916,None
19917,None
19918,None
19919,None
19920,None
19921,None
19922,None
19923,None
19924,None
19925,None
19926,None
19927,None
19928,None
19929,None
19930,None
19931,None
19932,None
19933,None
19934,None
19935,None
19936,None
19937,None
19938,None
19939,None
19940,None
19941,None
19942,None
19943,None
19944,None
19945,None
19946,None
19947,None
19948,None
19949,None
19950,None
19951,None
19952,None
19953,None
19954,None
19955,None
19956,None
19957,None
19958,None
19959,None
19960,None
19961,None
19962,None
19963,None
19964,None
19965,None
19966,None
19967,None
19968,None
19969,None
19970,None
19971,None
19972,None
19973,None
19974,None
19975,None
19976,None
19977,None
19978,None
19979,None
19980,None
19981,None
19982,None
19983,None
19984,None
19985,None
19986,None
19987,None
19988,None
19989,None
19990,None
19991,None
19992,None
19993,None
19994,None
19995,None
19996,None
19997,None
19998,None
19999,None
20000,None
20001,None
20002,None
20003,None
20004,None
20005,None
20006,None
20007,None
20008,None
20009,None
20010,None
20011,None
20012,None
20013,None
20014,None
20015,None
20016,None
20017,None
20018,None
20019,None
20020,None
20021,None
20022,None
20023,None
20024,None
20025,None
20026,None
20027,None
20028,None
20029,None
20030,None
20031,None
20032,None
20033,None
20034,None
20035,None
20036,None
20037,None
20038,None
20039,None
20040,None
20041,None
20042,None
20043,None
20044,None
20045,None
20046,None
20047,None
20048,None
20049,None
20050,None
20051,None
20052,None
20053,None
20054,None
20055,None
20056,None
20057,None
20058,None
20059,None
20060,None
20061,None
20062,None
20063,None
20064,None
20065,None
20066,None
20067,None
20068,None
20069,None
20070,None
20071,None
20072,None
20073,None
20074,None
20075,None
20076,None
20077,None
20078,None
20079,None
20080,None
20081,None
20082,None
20083,None
20084,None
20085,None
20086,None
20087,None
20088,None
20089,None
20090,None
20091,None
20092,None
20093,None
20094,None
20095,None
20096,None
20097,None
20098,None
20099,None
20100,None
20101,None
20102,None
20103,None
20104,None
20105,None
20106,None
20107,None
20108,None
20109,None
20110,None
20111,None
20112,None
20113,None
20114,None
20115,None
20116,None
20117,None
20118,None
20119,None
20120,None
20121,None
20122,None
20123,None
20124,None
20125,None
20126,None
20127,None
20128,None
20129,None
20130,None
20131,None
20132,None
20133,None
20134,None
20135,None
20136,None
20137,None
20138,None
20139,None
20140,None
20141,None
20142,None
20143,None
20144,None
20145,None
20146,None
20147,None
20148,None
20149,None
20150,None
20151,None
20152,None
20153,None
20154,None
20155,None
20156,None
20157,None
20158,None
20159,None
20160,None
20161,None
20162,None
20163,None
20164,None
20165,None
20166,None
20167,None
20168,None
20169,None
20170,None
20171,None
20172,None
20173,None
20174,None
20175,None
20176,None
20177,None
20178,None
20179,None
20180,None
20181,None
20182,None
20183,None
20184,None
20185,None
20186,None
20187,None
20188,None
20189,None
20190,None
20191,None
20192,None
20193,None
20194,None
20195,None
20196,None
20197,None
20198,None
20199,None
20200,None
20201,None
20202,None
20203,None
20204,None
20205,None
20206,None
20207,None
20208,None
20209,None
20210,None
20211,None
20212,None
20213,None
20214,None
20215,None
20216,None
20217,None
20218,None
20219,None
20220,None
20221,None
20222,None
20223,None
20224,None
20225,None
20226,None
20227,None
20228,None
20229,None
20230,None
20231,None
20232,None
20233,None
20234,None
20235,None
20236,None
20237,None
20238,None
20239,None
20240,None
20241,None
20242,None
20243,None
20244,None
20245,None
20246,None
20247,None
20248,None
20249,None
20250,None
20251,None
20252,None
20253,None
20254,None
20255,None
20256,None
20257,None
20258,None
20259,None
20260,None
20261,None
20262,None
20263,None
20264,None
20265,None
20266,None
20267,None
20268,None
20269,None
20270,None
20271,None
20272,None
20273,None
20274,None
20275,None
20276,None
20277,None
20278,None
20279,None
20280,None
20281,None
20282,None
20283,None
20284,None
20285,None
20286,None
20287,None
20288,None
20289,None
20290,None
20291,None
20292,None
20293,None
20294,None
20295,None
20296,None
20297,None
20298,None
20299,None
20300,None
20301,None
20302,None
20303,None
20304,None
20305,None
20306,None
20307,None
20308,None
20309,None
20310,None
20311,None
20312,None
20313,None
20314,None
20315,None
20316,None
20317,None
20318,None
20319,None
20320,None
20321,None
20322,None
20323,None
20324,None
20325,None
20326,None
20327,None
20328,None
20329,None
20330,None
20331,None
20332,None
20333,None
20334,None
20335,None
20336,None
20337,None
20338,None
20339,None
20340,None
20341,None
20342,None
20343,None
20344,None
20345,None
20346,None
20347,None
20348,None
20349,None
20350,None
20351,None
20352,None
20353,None
20354,None
20355,None
20356,None
20357,None
20358,None
20359,None
20360,None
20361,None
20362,None
20363,None
20364,None
20365,None
20366,None
20367,None
20368,None
20369,None
20370,None
20371,None
20372,None
20373,None
20374,None
20375,None
20376,None
20377,None
20378,None
20379,None
20380,None
20381,None
20382,None
20383,None
20384,None
20385,None
20386,None
20387,None
20388,None
20389,None
20390,None
20391,None
20392,None
20393,None
20394,None
20395,None
20396,None
20397,None
20398,None
20399,None
20400,None
20401,None
20402,None
20403,None
20404,None
20405,None
20406,None
20407,None
20408,None
20409,None
20410,None
20411,None
20412,None
20413,None
20414,None
20415,None
20416,None
20417,None
20418,None
20419,None
20420,None
20421,None
20422,None
20423,None
20424,None
20425,None
20426,None
20427,None
20428,None
20429,None
20430,None
20431,None
20432,None
20433,None
20434,None
20435,None
20436,None
20437,None
20438,None
20439,None
20440,None
20441,None
20442,None
20443,None
20444,None
20445,None
20446,None
20447,None
20448,None
20449,None
20450,None
20451,None
20452,None
20453,None
20454,None
20455,None
20456,None
20457,None
20458,None
20459,None
20460,None
20461,None
20462,None
20463,None
20464,None
20465,None
20466,None
20467,None
20468,None
20469,None
20470,None
20471,None
20472,None
20473,None
20474,None
20475,None
20476,None
20477,None
20478,None
20479,None
20480,None
20481,None
20482,None
20483,None
20484,None
20485,None
20486,None
20487,None
20488,None
20489,None
20490,None
20491,None
20492,None
20493,None
20494,None
20495,None
20496,None
20497,None
20498,None
20499,None
20500,None
20501,None
20502,None
20503,None
20504,None
20505,None
20506,None
20507,None
20508,None
20509,None
20510,None
20511,None
20512,None
20513,None
20514,None
20515,None
20516,None
20517,None
20518,None
20519,None
20520,None
20521,None
20522,None
20523,None
20524,None
20525,None
20526,None
20527,None
20528,None
20529,None
20530,None
20531,None
20532,None
20533,None
20534,None
20535,None
20536,None
20537,None
20538,None
20539,None
20540,None
20541,None
20542,None
20543,None
20544,None
20545,None
